                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    471,                0.63842,                0.45213,                0.92722,                 0.9374,                0.94083,                0.96984,                0.81365,                0.57702,                0.43021,                0.90161,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    472,                0.64149,                0.44501,                0.92522,                 0.9434,                0.93406,                0.96928,                0.81087,                0.57722,                0.42625,                0.90059,             6.1285e-05,             6.1285e-05,             6.1285e-05
                    473,                0.64457,                0.44845,                0.92518,                0.94576,                0.93234,                0.97028,                 0.8124,                0.57656,                0.41907,                0.90034,             5.9485e-05,             5.9485e-05,             5.9485e-05
                    474,                0.66341,                0.47349,                0.92818,                0.94163,                 0.9417,                0.97307,                0.81803,                 0.5749,                0.41306,                0.89897,             5.7685e-05,             5.7685e-05,             5.7685e-05
                    475,                 0.6559,                0.45094,                0.92529,                0.93498,                0.95217,                0.97455,                0.81837,                0.57335,                0.40983,                0.89866,             5.5885e-05,             5.5885e-05,             5.5885e-05
                    476,                0.64645,                0.47065,                0.94197,                 0.9469,                0.93742,                0.97417,                0.81838,                0.57382,                0.40838,                0.89828,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    477,                0.63543,                0.44916,                0.92038,                 0.9448,                0.93801,                0.97201,                0.81418,                0.57288,                 0.4172,                0.89785,             5.2286e-05,             5.2286e-05,             5.2286e-05
                    478,                 0.6189,                0.43337,                 0.9162,                0.93552,                0.92716,                0.96799,                0.80988,                0.57285,                0.44396,                0.89894,             5.0486e-05,             5.0486e-05,             5.0486e-05
                    479,                0.64761,                0.44578,                0.92381,                0.93901,                0.92394,                0.96705,                0.80908,                0.57358,                0.44864,                0.89912,             4.8686e-05,             4.8686e-05,             4.8686e-05
                    480,                0.65592,                0.44114,                0.91694,                0.94242,                 0.9303,                0.96938,                0.81194,                0.57347,                0.43773,                0.89897,             4.6886e-05,             4.6886e-05,             4.6886e-05
                    481,                0.63463,                0.44947,                0.93288,                0.95681,                0.91735,                0.97042,                  0.814,                0.57396,                0.43312,                0.89866,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    482,                0.67405,                0.47649,                0.93213,                 0.9565,                0.92569,                0.97232,                0.81381,                0.57572,                 0.4278,                0.89945,             4.3287e-05,             4.3287e-05,             4.3287e-05
                    483,                0.64461,                0.44332,                0.92881,                0.95146,                0.93373,                0.97288,                0.81512,                0.57482,                0.42726,                0.89978,             4.1487e-05,             4.1487e-05,             4.1487e-05
                    484,                 0.6448,                0.44606,                0.92543,                0.94215,                 0.9453,                0.97366,                0.81818,                0.57205,                 0.4214,                0.89951,             3.9687e-05,             3.9687e-05,             3.9687e-05
                    485,                0.64002,                0.44105,                0.92088,                0.94503,                0.94585,                0.97427,                0.81933,                 0.5724,                0.41965,                0.89942,             3.7887e-05,             3.7887e-05,             3.7887e-05
                    486,                 0.6534,                0.47137,                0.92139,                0.93515,                0.94573,                0.97348,                0.81661,                0.57566,                0.41981,                0.89974,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    487,                0.63079,                0.44149,                0.92347,                0.93343,                 0.9424,                0.97238,                0.81555,                0.57563,                0.42174,                0.89929,             3.4287e-05,             3.4287e-05,             3.4287e-05
                    488,                  0.653,                0.43995,                0.92378,                0.93937,                0.93725,                0.97057,                0.81459,                0.57336,                0.42357,                0.89866,             3.2488e-05,             3.2488e-05,             3.2488e-05
                    489,                0.65427,                0.45031,                0.93748,                 0.9369,                 0.9405,                0.97007,                0.81465,                0.57298,                 0.4257,                0.89893,             3.0688e-05,             3.0688e-05,             3.0688e-05
                    490,                0.62726,                0.45661,                0.91899,                0.94078,                 0.9385,                0.96823,                0.81274,                0.57259,                0.42841,                0.89888,             2.8888e-05,             2.8888e-05,             2.8888e-05
                    491,                0.61982,                0.44909,                0.93885,                0.94151,                0.94061,                0.96894,                0.81211,                0.57438,                0.42839,                0.89789,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    492,                0.63284,                0.50908,                 0.9339,                 0.9373,                0.94146,                0.96936,                0.81031,                0.57884,                0.43068,                0.89756,             2.5288e-05,             2.5288e-05,             2.5288e-05
                    493,                0.63741,                0.47632,                0.93578,                0.93139,                 0.9456,                0.97098,                0.81223,                0.57986,                0.43304,                0.89753,             2.3489e-05,             2.3489e-05,             2.3489e-05
                    494,                0.63426,                0.47573,                0.93872,                0.94489,                0.93011,                0.97223,                0.81328,                0.57971,                0.42993,                0.89665,             2.1689e-05,             2.1689e-05,             2.1689e-05
                    495,                0.60778,                0.44097,                0.92786,                0.94698,                0.92881,                0.97285,                0.81292,                0.58014,                0.43014,                0.89662,             1.9889e-05,             1.9889e-05,             1.9889e-05
                    496,                0.61511,                0.43323,                0.91709,                0.94046,                0.93204,                0.97338,                0.81039,                0.58028,                0.42813,                 0.8962,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    497,                0.61935,                0.43854,                 0.9321,                0.94803,                0.92179,                0.97362,                0.81255,                0.57956,                0.42755,                0.89563,             1.6289e-05,             1.6289e-05,             1.6289e-05
                    498,                0.60607,                0.44412,                0.93672,                0.92137,                 0.9505,                0.97203,                0.81154,                0.58097,                0.42664,                0.89522,             1.4489e-05,             1.4489e-05,             1.4489e-05
                    499,                0.63531,                  0.446,                0.93205,                0.95833,                0.91848,                0.97199,                0.81371,                0.58171,                0.42548,                0.89495,              1.269e-05,              1.269e-05,              1.269e-05
                    500,                0.61139,                0.43529,                0.93232,                0.95959,                0.91968,                0.97224,                0.81338,                0.58248,                0.42537,                0.89474,              1.089e-05,              1.089e-05,              1.089e-05
